date,sku,warehouse_id,category,on_hand_qty,on_order_qty,avg_sales_7d,avg_sales_30d,demand_volatility_30d,days_of_supply,base_lead_time_days,reliability_score,unit_cost,stockout_within_14d
2023-07-04,SKU0011,4,HomeGoods,257,503,21.29,22.83,4.59,11.26,10,0.94,51.42,0
2023-07-11,SKU0011,4,HomeGoods,109,503,21.14,22.33,4.74,4.88,10,0.94,51.42,0
2023-07-18,SKU0011,4,HomeGoods,474,0,19.71,21.77,4.41,21.78,10,0.94,51.42,0
2023-07-25,SKU0011,4,HomeGoods,345,0,18.43,20.47,4.51,16.86,10,0.94,51.42,0
2023-08-01,SKU0011,4,HomeGoods,188,503,22.43,20.33,4.3,9.25,10,0.94,51.42,0
2023-08-08,SKU0011,4,HomeGoods,540,0,21.57,20.47,4.63,26.38,10,0.94,51.42,0
2023-08-15,SKU0011,4,HomeGoods,393,0,21.0,20.67,4.92,19.02,10,0.94,51.42,0
2023-08-22,SKU0011,4,HomeGoods,261,503,18.86,20.63,4.97,12.65,10,0.94,51.42,0
2023-08-29,SKU0011,4,HomeGoods,614,0,21.43,20.83,4.59,29.47,10,0.94,51.42,0
2023-09-05,SKU0011,4,HomeGoods,454,0,22.86,20.83,4.84,21.79,10,0.94,51.42,0
2023-09-12,SKU0011,4,HomeGoods,295,0,22.71,21.7,4.94,13.59,10,0.94,51.42,0
2023-09-19,SKU0011,4,HomeGoods,146,503,21.29,21.7,5.41,6.73,10,0.94,51.42,0
2023-09-26,SKU0011,4,HomeGoods,495,0,22.0,22.23,5.56,22.26,10,0.94,51.42,0
2023-10-03,SKU0011,4,HomeGoods,371,0,17.71,21.53,5.69,17.23,10,0.94,51.42,0
2023-10-10,SKU0011,4,HomeGoods,210,503,23.0,20.97,4.98,10.02,10,0.94,51.42,1
2023-10-17,SKU0011,4,HomeGoods,58,503,21.71,21.37,4.53,2.71,10,0.94,51.42,1
2023-10-24,SKU0011,4,HomeGoods,458,0,14.71,19.5,7.06,23.49,10,0.94,51.42,0
2023-10-31,SKU0011,4,HomeGoods,299,0,22.71,20.6,6.96,14.51,10,0.94,51.42,0
2023-11-07,SKU0011,4,HomeGoods,115,503,26.29,21.53,8.06,5.34,10,0.94,51.42,0
2023-11-14,SKU0011,4,HomeGoods,445,0,24.71,22.03,8.54,20.2,10,0.94,51.42,0
2023-11-21,SKU0011,4,HomeGoods,266,503,25.57,24.67,5.93,10.78,10,0.94,51.42,0
2023-11-28,SKU0011,4,HomeGoods,62,503,29.14,26.47,6.32,2.34,10,0.94,51.42,0
2023-12-05,SKU0011,4,HomeGoods,348,0,31.0,28.0,6.38,12.43,10,0.94,51.42,0
2023-12-12,SKU0011,4,HomeGoods,136,503,30.29,29.27,5.63,4.65,10,0.94,51.42,0
2023-01-31,SKU0012,1,Garden,94,205,5.86,5.23,2.05,17.96,6,0.76,36.61,0
2023-02-07,SKU0012,1,Garden,204,0,13.57,7.23,4.33,28.2,6,0.76,36.61,0
2023-02-14,SKU0012,1,Garden,121,0,11.86,8.9,4.55,13.6,6,0.76,36.61,0
2023-02-21,SKU0012,1,Garden,242,0,12.0,10.57,4.12,22.9,6,0.76,36.61,0
2023-02-28,SKU0012,1,Garden,146,0,13.71,12.3,3.63,11.87,6,0.76,36.61,0
2023-03-07,SKU0012,1,Garden,59,205,12.43,12.5,3.32,4.72,6,0.76,36.61,0
2023-03-14,SKU0012,1,Garden,158,0,15.14,13.27,3.56,11.91,6,0.76,36.61,0
2023-03-21,SKU0012,1,Garden,87,205,10.14,12.93,3.9,6.73,6,0.76,36.61,0
2023-03-28,SKU0012,1,Garden,192,0,14.29,13.17,4.34,14.58,6,0.76,36.61,1
2023-04-04,SKU0012,1,Garden,67,205,17.86,14.47,5.15,4.63,6,0.76,36.61,1
2023-04-11,SKU0012,1,Garden,142,0,18.57,15.1,6.73,9.4,6,0.76,36.61,1
2023-04-18,SKU0012,1,Garden,0,205,20.29,17.37,7.21,0.0,6,0.76,36.61,1
2023-04-25,SKU0012,1,Garden,57,205,21.14,18.9,7.22,3.02,6,0.76,36.61,1
2023-05-02,SKU0012,1,Garden,0,205,8.14,17.4,10.1,0.0,6,0.76,36.61,1
2023-05-09,SKU0012,1,Garden,79,205,18.0,17.13,10.9,4.61,6,0.76,36.61,1
2023-05-16,SKU0012,1,Garden,178,0,15.14,15.5,11.91,11.48,6,0.76,36.61,1
2023-05-23,SKU0012,1,Garden,5,205,24.71,16.43,12.48,0.3,6,0.76,36.61,1
2023-05-30,SKU0012,1,Garden,55,205,22.14,18.67,11.89,2.95,6,0.76,36.61,1
2023-06-06,SKU0012,1,Garden,140,0,17.14,20.13,10.19,6.95,6,0.76,36.61,1
2023-06-13,SKU0012,1,Garden,0,205,20.0,20.5,9.5,0.0,6,0.76,36.61,1
2023-06-20,SKU0012,1,Garden,33,205,24.57,20.93,8.72,1.58,6,0.76,36.61,1
2023-06-27,SKU0012,1,Garden,122,0,16.57,19.73,8.74,6.18,6,0.76,36.61,0
2023-07-04,SKU0012,1,Garden,192,0,19.29,19.8,7.53,9.7,6,0.76,36.61,1
2023-07-11,SKU0012,1,Garden,57,205,19.29,19.33,7.52,2.95,6,0.76,36.61,1
2023-07-18,SKU0012,1,Garden,145,0,16.71,18.97,7.02,7.64,6,0.76,36.61,0
2023-07-25,SKU0012,1,Garden,4,205,20.14,19.3,5.18,0.21,6,0.76,36.61,0
2023-08-01,SKU0012,1,Garden,94,0,16.43,18.1,5.73,5.19,6,0.76,36.61,0
2023-08-08,SKU0012,1,Garden,208,0,13.0,16.97,5.77,12.26,6,0.76,36.61,0
2023-08-15,SKU0012,1,Garden,109,0,14.14,16.0,5.36,6.81,6,0.76,36.61,0
2023-08-22,SKU0012,1,Garden,218,0,13.71,15.0,5.57,14.53,6,0.76,36.61,0
2023-08-29,SKU0012,1,Garden,126,0,13.14,13.77,4.09,9.15,6,0.76,36.61,0
2023-09-05,SKU0012,1,Garden,31,205,13.57,13.83,3.87,2.24,6,0.76,36.61,0
2023-09-12,SKU0012,1,Garden,140,0,13.71,13.83,4.06,10.12,6,0.76,36.61,0
2023-09-19,SKU0012,1,Garden,48,205,13.14,13.37,3.2,3.59,6,0.76,36.61,0
2023-09-26,SKU0012,1,Garden,162,0,13.0,13.37,3.21,12.12,6,0.76,36.61,0
2023-10-03,SKU0012,1,Garden,64,205,14.0,13.37,3.5,4.79,6,0.76,36.61,0
2023-10-10,SKU0012,1,Garden,160,0,15.57,14.07,3.65,11.37,6,0.76,36.61,0
2023-10-17,SKU0012,1,Garden,42,205,16.86,14.8,4.05,2.84,6,0.76,36.61,0
2023-10-24,SKU0012,1,Garden,162,0,12.14,14.5,4.17,11.17,6,0.76,36.61,0
2023-10-31,SKU0012,1,Garden,64,205,14.0,14.63,3.89,4.37,6,0.76,36.61,0
2023-11-07,SKU0012,1,Garden,142,0,18.14,15.4,4.22,9.22,6,0.76,36.61,0
2023-11-14,SKU0012,1,Garden,37,205,15.0,15.13,4.15,2.44,6,0.76,36.61,0
2023-11-21,SKU0012,1,Garden,151,0,13.0,14.7,4.01,10.27,6,0.76,36.61,0
2023-11-28,SKU0012,1,Garden,60,205,13.0,15.0,3.8,4.0,6,0.76,36.61,0
2023-12-05,SKU0012,1,Garden,218,0,6.71,12.33,4.59,17.68,6,0.76,36.61,0
2023-12-12,SKU0012,1,Garden,170,0,6.86,10.23,4.12,16.61,6,0.76,36.61,0
2023-01-31,SKU0012,2,Garden,233,0,6.71,7.67,2.96,30.39,6,0.76,36.61,1
2023-02-07,SKU0012,2,Garden,99,249,19.14,10.63,5.86,9.31,6,0.76,36.61,1
2023-02-14,SKU0012,2,Garden,218,0,18.57,13.17,7.05,16.56,6,0.76,36.61,0
2023-02-21,SKU0012,2,Garden,81,249,19.57,15.53,7.2,5.21,6,0.76,36.61,0
2023-02-28,SKU0012,2,Garden,191,0,19.86,18.37,6.32,10.4,6,0.76,36.61,1
2023-03-07,SKU0012,2,Garden,35,249,22.29,20.27,5.42,1.73,6,0.76,36.61,1
2023-03-14,SKU0012,2,Garden,195,0,12.71,18.63,7.4,10.47,6,0.76,36.61,1
2023-03-21,SKU0012,2,Garden,59,249,19.43,18.73,6.65,3.15,6,0.76,36.61,1
2023-03-28,SKU0012,2,Garden,172,0,19.43,18.77,6.61,9.17,6,0.76,36.61,1
2023-04-04,SKU0012,2,Garden,0,249,24.57,19.47,7.06,0.0,6,0.76,36.61,1
2023-04-11,SKU0012,2,Garden,10,249,34.14,24.07,7.54,0.42,6,0.76,36.61,1
2023-04-18,SKU0012,2,Garden,0,249,1.43,19.93,12.56,0.0,6,0.76,36.61,1
2023-04-25,SKU0012,2,Garden,28,249,31.57,22.8,14.92,1.23,6,0.76,36.61,1
2023-05-02,SKU0012,2,Garden,87,249,27.14,23.47,15.95,3.71,6,0.76,36.61,1
2023-05-09,SKU0012,2,Garden,142,0,27.71,22.73,17.2,6.25,6,0.76,36.61,1
2023-05-16,SKU0012,2,Garden,170,0,31.57,27.53,15.76,6.17,6,0.76,36.61,1
2023-05-23,SKU0012,2,Garden,0,249,24.29,28.37,16.7,0.0,6,0.76,36.61,1
2023-05-30,SKU0012,2,Garden,29,249,31.43,29.37,16.97,0.99,6,0.76,36.61,1
2023-06-06,SKU0012,2,Garden,87,249,27.29,29.13,16.17,2.99,6,0.76,36.61,1
2023-06-13,SKU0012,2,Garden,154,0,26.0,28.07,15.87,5.49,6,0.76,36.61,1
2023-06-20,SKU0012,2,Garden,0,249,22.0,24.9,15.65,0.0,6,0.76,36.61,1
2023-06-27,SKU0012,2,Garden,107,0,20.29,25.1,15.85,4.26,6,0.76,36.61,1
2023-07-04,SKU0012,2,Garden,0,249,15.29,21.7,17.33,0.0,6,0.76,36.61,1
2023-07-11,SKU0012,2,Garden,192,0,8.14,17.47,18.09,10.99,6,0.76,36.61,1
2023-07-18,SKU0012,2,Garden,5,249,26.71,16.43,16.97,0.3,6,0.76,36.61,1
2023-07-25,SKU0012,2,Garden,166,0,12.57,17.37,16.74,9.56,6,0.76,36.61,0
2023-08-01,SKU0012,2,Garden,235,0,25.71,17.07,14.15,13.77,6,0.76,36.61,1
2023-08-08,SKU0012,2,Garden,89,249,20.86,21.93,10.68,4.06,6,0.76,36.61,1
2023-08-15,SKU0012,2,Garden,0,249,12.71,19.17,12.19,0.0,6,0.76,36.61,1
2023-08-22,SKU0012,2,Garden,151,0,14.0,19.33,10.15,7.81,6,0.76,36.61,0
2023-08-29,SKU0012,2,Garden,248,0,21.71,17.6,8.41,14.09,6,0.76,36.61,0
2023-09-05,SKU0012,2,Garden,122,249,18.0,16.67,8.04,7.32,6,0.76,36.61,0
2023-09-12,SKU0012,2,Garden,230,0,20.14,17.23,7.53,13.35,6,0.76,36.61,0
2023-09-19,SKU0012,2,Garden,96,249,19.14,19.33,5.14,4.97,6,0.76,36.61,0
2023-09-26,SKU0012,2,Garden,196,0,21.29,20.13,5.2,9.74,6,0.76,36.61,0
2023-10-03,SKU0012,2,Garden,58,249,19.71,20.1,5.06,2.89,6,0.76,36.61,0
2023-10-10,SKU0012,2,Garden,171,0,19.43,20.0,5.43,8.55,6,0.76,36.61,0
2023-10-17,SKU0012,2,Garden,40,249,18.71,19.57,4.95,2.04,6,0.76,36.61,0
2023-10-24,SKU0012,2,Garden,137,0,21.71,20.23,5.08,6.77,6,0.76,36.61,0
2023-10-31,SKU0012,2,Garden,268,0,16.86,19.47,5.49,13.77,6,0.76,36.61,0
2023-11-07,SKU0012,2,Garden,135,0,19.0,19.17,5.43,7.04,6,0.76,36.61,0
2023-11-14,SKU0012,2,Garden,242,0,20.29,19.53,5.8,12.39,6,0.76,36.61,0
2023-11-21,SKU0012,2,Garden,118,249,17.71,18.83,5.81,6.27,6,0.76,36.61,0
2023-11-28,SKU0012,2,Garden,219,0,21.14,19.8,5.27,11.06,6,0.76,36.61,0
2023-12-05,SKU0012,2,Garden,149,0,10.0,17.13,6.55,8.7,6,0.76,36.61,0
2023-12-12,SKU0012,2,Garden,78,249,10.14,15.27,6.6,5.11,6,0.76,36.61,0
2023-01-31,SKU0012,3,Garden,441,0,12.29,12.2,3.42,36.15,6,0.76,36.61,0
2023-02-07,SKU0012,3,Garden,248,0,27.57,15.93,7.44,15.56,6,0.76,36.61,1
2023-02-14,SKU0012,3,Garden,43,399,29.29,20.27,8.71,2.12,6,0.76,36.61,1
2023-02-21,SKU0012,3,Garden,343,0,14.14,20.33,11.79,16.87,6,0.76,36.61,0
2023-02-28,SKU0012,3,Garden,134,399,29.86,24.4,11.67,5.49,6,0.76,36.61,0
2023-03-07,SKU0012,3,Garden,333,0,28.57,25.47,11.39,13.08,6,0.76,36.61,1
2023-03-14,SKU0012,3,Garden,143,399,27.14,25.13,11.36,5.69,6,0.76,36.61,1
2023-03-21,SKU0012,3,Garden,339,0,29.0,28.6,6.01,11.85,6,0.76,36.61,0
2023-03-28,SKU0012,3,Garden,110,399,32.71,29.7,6.35,3.7,6,0.76,36.61,1
2023-04-04,SKU0012,3,Garden,196,0,44.71,33.5,11.42,5.85,6,0.76,36.61,1
2023-04-11,SKU0012,3,Garden,286,0,44.14,37.13,14.61,7.7,6,0.76,36.61,1
2023-04-18,SKU0012,3,Garden,325,0,51.43,42.37,15.69,7.67,6,0.76,36.61,1
2023-04-25,SKU0012,3,Garden,0,399,46.43,45.53,15.0,0.0,6,0.76,36.61,1
2023-05-02,SKU0012,3,Garden,21,399,54.0,49.9,13.48,0.42,6,0.76,36.61,1
2023-05-09,SKU0012,3,Garden,335,0,12.14,42.03,21.83,7.97,6,0.76,36.61,1
2023-05-16,SKU0012,3,Garden,0,399,47.86,40.93,24.43,0.0,6,0.76,36.61,1
2023-05-23,SKU0012,3,Garden,114,399,40.71,39.7,26.71,2.87,6,0.76,36.61,1
2023-05-30,SKU0012,3,Garden,174,399,48.43,38.6,28.19,4.51,6,0.76,36.61,1
2023-06-06,SKU0012,3,Garden,238,0,47.86,45.27,25.13,5.26,6,0.76,36.61,1
2023-06-13,SKU0012,3,Garden,293,0,49.14,44.23,22.31,6.62,6,0.76,36.61,1
2023-06-20,SKU0012,3,Garden,0,399,41.86,47.63,16.19,0.0,6,0.76,36.61,1
2023-06-27,SKU0012,3,Garden,17,399,54.57,49.17,13.52,0.35,6,0.76,36.61,1
2023-07-04,SKU0012,3,Garden,120,399,42.29,47.63,11.04,2.52,6,0.76,36.61,1
2023-07-11,SKU0012,3,Garden,318,0,28.71,42.83,16.14,7.42,6,0.76,36.61,0
2023-07-18,SKU0012,3,Garden,32,399,40.86,41.37,16.22,0.77,6,0.76,36.61,1
2023-07-25,SKU0012,3,Garden,133,399,42.57,40.3,15.9,3.3,6,0.76,36.61,1
2023-08-01,SKU0012,3,Garden,372,0,22.86,34.87,17.14,10.67,6,0.76,36.61,0
2023-08-08,SKU0012,3,Garden,165,399,29.57,34.4,14.02,4.8,6,0.76,36.61,0
2023-08-15,SKU0012,3,Garden,338,0,32.29,32.87,13.61,10.28,6,0.76,36.61,0
2023-08-22,SKU0012,3,Garden,145,399,27.57,29.5,12.2,4.92,6,0.76,36.61,0
2023-08-29,SKU0012,3,Garden,313,0,33.0,29.47,8.15,10.62,6,0.76,36.61,0
2023-09-05,SKU0012,3,Garden,106,399,29.57,30.77,6.07,3.45,6,0.76,36.61,0
2023-09-12,SKU0012,3,Garden,298,0,29.57,30.13,5.98,9.89,6,0.76,36.61,0
2023-09-19,SKU0012,3,Garden,100,399,28.29,30.4,6.28,3.29,6,0.76,36.61,0
2023-09-26,SKU0012,3,Garden,301,0,28.29,29.6,5.95,10.17,6,0.76,36.61,0
2023-10-03,SKU0012,3,Garden,87,399,30.57,29.6,5.68,2.94,6,0.76,36.61,0
2023-10-10,SKU0012,3,Garden,270,0,30.86,29.6,6.01,9.12,6,0.76,36.61,0
2023-10-17,SKU0012,3,Garden,475,0,27.71,29.57,6.27,16.07,6,0.76,36.61,0
2023-10-24,SKU0012,3,Garden,282,0,27.57,29.33,5.65,9.61,6,0.76,36.61,1
2023-10-31,SKU0012,3,Garden,72,399,30.0,29.03,5.54,2.48,6,0.76,36.61,1
2023-11-07,SKU0012,3,Garden,366,0,15.0,25.43,11.0,14.39,6,0.76,36.61,0
2023-11-14,SKU0012,3,Garden,178,399,26.86,25.17,10.85,7.07,6,0.76,36.61,0
2023-11-21,SKU0012,3,Garden,397,0,25.71,24.37,10.65,16.29,6,0.76,36.61,0
2023-11-28,SKU0012,3,Garden,193,399,29.14,24.67,10.57,7.82,6,0.76,36.61,0
2023-12-05,SKU0012,3,Garden,72,399,17.29,24.2,8.59,2.98,6,0.76,36.61,0
2023-12-12,SKU0012,3,Garden,381,0,12.86,21.97,8.66,17.34,6,0.76,36.61,0
2023-01-31,SKU0012,4,Garden,147,0,5.86,5.4,2.08,27.22,6,0.76,36.61,1
2023-02-07,SKU0012,4,Garden,70,145,11.0,6.6,3.47,10.61,6,0.76,36.61,1
2023-02-14,SKU0012,4,Garden,0,145,10.0,7.9,4.04,0.0,6,0.76,36.61,0
2023-02-21,SKU0012,4,Garden,63,145,11.71,9.47,4.31,6.65,6,0.76,36.61,0
2023-02-28,SKU0012,4,Garden,127,0,11.57,10.6,4.49,11.98,6,0.76,36.61,0
2023-03-07,SKU0012,4,Garden,24,145,14.71,11.83,4.6,2.03,6,0.76,36.61,0
2023-03-14,SKU0012,4,Garden,86,0,11.86,11.9,4.69,7.23,6,0.76,36.61,0
2023-03-21,SKU0012,4,Garden,164,0,9.57,11.7,4.59,14.02,6,0.76,36.61,0
2023-03-28,SKU0012,4,Garden,90,0,10.57,11.8,4.08,7.63,6,0.76,36.61,1
2023-04-04,SKU0012,4,Garden,122,0,16.14,12.47,5.04,9.79,6,0.76,36.61,1
2023-04-11,SKU0012,4,Garden,0,145,17.43,13.3,7.73,0.0,6,0.76,36.61,1
2023-04-18,SKU0012,4,Garden,0,145,0.0,10.73,9.49,0.0,6,0.76,36.61,1
2023-04-25,SKU0012,4,Garden,0,145,20.71,13.3,11.48,0.0,6,0.76,36.61,1
2023-05-02,SKU0012,4,Garden,3,145,20.29,15.03,11.74,0.2,6,0.76,36.61,1
2023-05-09,SKU0012,4,Garden,15,145,19.0,14.0,11.55,1.07,6,0.76,36.61,1
2023-05-16,SKU0012,4,Garden,130,0,4.29,15.0,10.91,8.67,6,0.76,36.61,1
2023-05-23,SKU0012,4,Garden,0,145,18.57,14.93,10.89,0.0,6,0.76,36.61,1
2023-05-30,SKU0012,4,Garden,0,145,20.71,16.0,12.03,0.0,6,0.76,36.61,1
2023-06-06,SKU0012,4,Garden,28,145,16.71,15.93,12.94,1.76,6,0.76,36.61,1
2023-06-13,SKU0012,4,Garden,65,145,15.43,17.17,12.08,3.79,6,0.76,36.61,1
2023-06-20,SKU0012,4,Garden,77,0,19.0,16.77,11.54,4.59,6,0.76,36.61,1
2023-06-27,SKU0012,4,Garden,98,0,17.71,16.33,10.55,6.0,6,0.76,36.61,1
2023-07-04,SKU0012,4,Garden,0,145,14.0,17.5,10.58,0.0,6,0.76,36.61,1
2023-07-11,SKU0012,4,Garden,126,0,2.71,13.93,11.14,9.04,6,0.76,36.61,1
2023-07-18,SKU0012,4,Garden,0,145,18.0,13.93,10.69,0.0,6,0.76,36.61,1
2023-07-25,SKU0012,4,Garden,86,0,8.43,11.63,10.1,7.39,6,0.76,36.61,0
2023-08-01,SKU0012,4,Garden,133,0,14.0,10.07,8.37,13.21,6,0.76,36.61,0
2023-08-08,SKU0012,4,Garden,35,145,14.0,13.33,6.24,2.62,6,0.76,36.61,0
2023-08-15,SKU0012,4,Garden,104,0,10.86,12.07,5.04,8.62,6,0.76,36.61,1
2023-08-22,SKU0012,4,Garden,13,145,13.0,13.2,2.96,0.98,6,0.76,36.61,1
2023-08-29,SKU0012,4,Garden,115,0,6.14,11.33,5.14,10.15,6,0.76,36.61,0
2023-09-05,SKU0012,4,Garden,27,145,12.57,10.83,5.14,2.49,6,0.76,36.61,0
2023-09-12,SKU0012,4,Garden,77,145,13.57,11.33,5.34,6.79,6,0.76,36.61,0
2023-09-19,SKU0012,4,Garden,152,0,10.0,10.7,5.22,14.21,6,0.76,36.61,0
2023-09-26,SKU0012,4,Garden,76,145,10.86,11.97,3.12,6.35,6,0.76,36.61,0
2023-10-03,SKU0012,4,Garden,130,0,13.0,11.9,3.36,10.92,6,0.76,36.61,0
2023-10-10,SKU0012,4,Garden,53,145,11.0,11.27,3.04,4.7,6,0.76,36.61,0
2023-10-17,SKU0012,4,Garden,124,0,10.57,11.27,4.07,11.01,6,0.76,36.61,0
2023-10-24,SKU0012,4,Garden,33,145,13.0,11.8,4.3,2.8,6,0.76,36.61,1
2023-10-31,SKU0012,4,Garden,84,0,13.43,12.03,3.94,6.98,6,0.76,36.61,1
2023-11-07,SKU0012,4,Garden,0,145,12.0,12.13,3.8,0.0,6,0.76,36.61,1
2023-11-14,SKU0012,4,Garden,78,145,9.57,12.13,3.98,6.43,6,0.76,36.61,0
2023-11-21,SKU0012,4,Garden,138,0,12.14,11.8,3.72,11.69,6,0.76,36.61,0
2023-11-28,SKU0012,4,Garden,54,145,12.0,11.47,3.85,4.71,6,0.76,36.61,0
2023-12-05,SKU0012,4,Garden,153,0,6.57,10.27,4.69,14.9,6,0.76,36.61,0
2023-12-12,SKU0012,4,Garden,131,0,3.14,8.47,5.06,15.47,6,0.76,36.61,0
2023-01-31,SKU0013,1,Electronics,721,0,26.86,26.7,4.77,27.0,10,0.94,81.72,0
2023-02-07,SKU0013,1,Electronics,472,0,35.57,29.13,7.16,16.2,10,0.94,81.72,0
2023-02-14,SKU0013,1,Electronics,240,545,33.14,30.8,7.18,7.79,10,0.94,81.72,0
2023-02-21,SKU0013,1,Electronics,548,0,33.86,31.9,7.38,17.18,10,0.94,81.72,0
2023-02-28,SKU0013,1,Electronics,335,545,30.43,33.17,6.25,10.1,10,0.94,81.72,0
2023-03-07,SKU0013,1,Electronics,662,0,31.14,32.87,6.25,20.14,10,0.94,81.72,0
2023-03-14,SKU0013,1,Electronics,427,545,33.57,32.67,5.25,13.07,10,0.94,81.72,0
2023-03-21,SKU0013,1,Electronics,197,545,32.86,32.1,4.85,6.14,10,0.94,81.72,0
2023-03-28,SKU0013,1,Electronics,502,0,34.29,32.67,4.58,15.37,10,0.94,81.72,0
2023-04-04,SKU0013,1,Electronics,275,545,32.43,33.3,3.95,8.26,10,0.94,81.72,0
2023-04-11,SKU0013,1,Electronics,581,0,34.14,33.8,4.09,17.19,10,0.94,81.72,0
2023-04-18,SKU0013,1,Electronics,354,545,32.43,33.23,4.99,10.65,10,0.94,81.72,0
2023-04-25,SKU0013,1,Electronics,667,0,33.14,33.07,5.36,20.17,10,0.94,81.72,0
2023-05-02,SKU0013,1,Electronics,449,545,31.14,32.73,5.46,13.72,10,0.94,81.72,0
2023-05-09,SKU0013,1,Electronics,237,545,30.29,32.13,5.28,7.38,10,0.94,81.72,0
2023-05-16,SKU0013,1,Electronics,546,0,33.71,32.3,4.43,16.9,10,0.94,81.72,0
2023-05-23,SKU0013,1,Electronics,361,545,26.43,30.67,4.84,11.77,10,0.94,81.72,0
2023-05-30,SKU0013,1,Electronics,686,0,31.43,30.33,5.29,22.62,10,0.94,81.72,0
2023-06-06,SKU0013,1,Electronics,465,0,31.57,30.9,5.8,15.05,10,0.94,81.72,0
2023-06-13,SKU0013,1,Electronics,256,545,29.86,30.07,6.24,8.51,10,0.94,81.72,0
2023-06-20,SKU0013,1,Electronics,571,0,32.86,31.2,6.65,18.3,10,0.94,81.72,0
2023-06-27,SKU0013,1,Electronics,364,545,29.57,30.5,6.55,11.93,10,0.94,81.72,0
2023-07-04,SKU0013,1,Electronics,680,0,32.71,31.5,6.78,21.59,10,0.94,81.72,0
2023-07-11,SKU0013,1,Electronics,465,0,30.71,31.53,6.55,14.75,10,0.94,81.72,0
2023-07-18,SKU0013,1,Electronics,222,545,34.71,31.77,6.26,6.99,10,0.94,81.72,0
2023-07-25,SKU0013,1,Electronics,525,0,34.57,33.07,6.52,15.88,10,0.94,81.72,0
2023-08-01,SKU0013,1,Electronics,309,545,30.86,32.7,6.51,9.45,10,0.94,81.72,0
2023-08-08,SKU0013,1,Electronics,604,0,35.71,34.13,6.2,17.7,10,0.94,81.72,0
2023-08-15,SKU0013,1,Electronics,396,545,29.71,33.33,6.79,11.88,10,0.94,81.72,0
2023-08-22,SKU0013,1,Electronics,733,0,29.71,31.53,6.33,23.25,10,0.94,81.72,0
2023-08-29,SKU0013,1,Electronics,505,0,32.57,32.0,6.22,15.78,10,0.94,81.72,0
2023-09-05,SKU0013,1,Electronics,275,545,32.86,31.8,6.44,8.65,10,0.94,81.72,0
2023-09-12,SKU0013,1,Electronics,592,0,32.57,31.9,6.6,18.56,10,0.94,81.72,0
2023-09-19,SKU0013,1,Electronics,358,545,33.43,32.53,5.72,11.0,10,0.94,81.72,0
2023-09-26,SKU0013,1,Electronics,636,0,38.14,34.33,6.55,18.52,10,0.94,81.72,0
2023-10-03,SKU0013,1,Electronics,440,545,28.0,33.0,7.33,13.33,10,0.94,81.72,0
2023-10-10,SKU0013,1,Electronics,226,545,30.57,32.6,6.87,6.93,10,0.94,81.72,0
2023-10-17,SKU0013,1,Electronics,544,0,32.43,32.53,6.91,16.72,10,0.94,81.72,0
2023-10-24,SKU0013,1,Electronics,311,545,33.29,31.93,6.56,9.74,10,0.94,81.72,0
2023-10-31,SKU0013,1,Electronics,599,0,36.71,32.63,5.78,18.36,10,0.94,81.72,1
2023-11-07,SKU0013,1,Electronics,156,545,63.29,41.3,13.55,3.78,10,0.94,81.72,1
2023-11-14,SKU0013,1,Electronics,365,545,48.0,44.37,17.3,8.23,10,0.94,81.72,1
2023-11-21,SKU0013,1,Electronics,0,545,52.14,49.17,16.14,0.0,10,0.94,81.72,1
2023-11-28,SKU0013,1,Electronics,118,545,61.0,54.77,15.42,2.15,10,0.94,81.72,1
2023-12-05,SKU0013,1,Electronics,291,545,53.14,54.03,17.99,5.39,10,0.94,81.72,1
2023-12-12,SKU0013,1,Electronics,484,0,50.29,54.67,17.62,8.85,10,0.94,81.72,1
2023-01-31,SKU0013,2,Electronics,97,0,4.43,3.77,1.98,25.75,10,0.94,81.72,0
2023-02-07,SKU0013,2,Electronics,74,0,3.29,3.47,2.21,21.35,10,0.94,81.72,0
2023-02-14,SKU0013,2,Electronics,44,115,4.29,3.97,2.31,11.09,10,0.94,81.72,0
2023-02-21,SKU0013,2,Electronics,126,0,4.71,4.17,2.42,30.24,10,0.94,81.72,0
2023-02-28,SKU0013,2,Electronics,88,0,5.43,4.5,2.33,19.56,10,0.94,81.72,0
2023-03-07,SKU0013,2,Electronics,56,115,4.57,4.63,2.24,12.09,10,0.94,81.72,0
2023-03-14,SKU0013,2,Electronics,20,115,5.14,4.83,2.52,4.14,10,0.94,81.72,0
2023-03-21,SKU0013,2,Electronics,116,0,2.71,4.53,2.45,25.59,10,0.94,81.72,0
2023-03-28,SKU0013,2,Electronics,86,0,4.29,4.3,2.44,20.0,10,0.94,81.72,0
2023-04-04,SKU0013,2,Electronics,62,115,3.43,4.1,2.66,15.12,10,0.94,81.72,0
2023-04-11,SKU0013,2,Electronics,24,115,5.43,4.37,2.58,5.5,10,0.94,81.72,0
2023-04-18,SKU0013,2,Electronics,103,0,5.14,4.47,2.39,23.06,10,0.94,81.72,0
2023-04-25,SKU0013,2,Electronics,70,0,4.71,4.5,2.62,15.56,10,0.94,81.72,0
2023-05-02,SKU0013,2,Electronics,32,115,5.43,4.93,2.52,6.49,10,0.94,81.72,0
2023-05-09,SKU0013,2,Electronics,115,0,4.57,4.97,2.3,23.15,10,0.94,81.72,0
2023-05-16,SKU0013,2,Electronics,88,0,3.86,4.57,2.31,19.27,10,0.94,81.72,0
