po_id,sku,warehouse_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,qty_ordered
398,SKU0006,1,7,2023-12-07,2023-12-13,2023-12-13,424
399,SKU0006,1,7,2023-12-16,2023-12-22,2023-12-22,424
400,SKU0006,1,7,2023-12-25,2023-12-31,2024-01-03,424
401,SKU0006,2,7,2023-01-03,2023-01-09,2023-01-09,254
402,SKU0006,2,7,2023-01-20,2023-01-26,2023-01-26,254
403,SKU0006,2,7,2023-02-02,2023-02-08,2023-02-11,254
404,SKU0006,2,7,2023-02-14,2023-02-20,2023-02-20,254
405,SKU0006,2,7,2023-02-26,2023-03-04,2023-03-04,254
406,SKU0006,2,7,2023-03-10,2023-03-16,2023-03-21,254
407,SKU0006,2,7,2023-03-22,2023-03-28,2023-03-28,254
408,SKU0006,2,7,2023-04-04,2023-04-10,2023-04-13,254
409,SKU0006,2,7,2023-04-16,2023-04-22,2023-04-22,254
410,SKU0006,2,7,2023-04-29,2023-05-05,2023-05-05,254
411,SKU0006,2,7,2023-05-11,2023-05-17,2023-05-17,254
412,SKU0006,2,7,2023-05-23,2023-05-29,2023-05-29,254
413,SKU0006,2,7,2023-06-05,2023-06-11,2023-06-11,254
414,SKU0006,2,7,2023-06-16,2023-06-22,2023-06-22,254
415,SKU0006,2,7,2023-06-29,2023-07-05,2023-07-05,254
416,SKU0006,2,7,2023-07-12,2023-07-18,2023-07-18,254
417,SKU0006,2,7,2023-07-23,2023-07-29,2023-07-29,254
418,SKU0006,2,7,2023-08-04,2023-08-10,2023-08-10,254
419,SKU0006,2,7,2023-08-15,2023-08-21,2023-08-21,254
420,SKU0006,2,7,2023-08-28,2023-09-03,2023-09-03,254
421,SKU0006,2,7,2023-09-08,2023-09-14,2023-09-14,254
422,SKU0006,2,7,2023-09-21,2023-09-27,2023-09-27,254
423,SKU0006,2,7,2023-10-04,2023-10-10,2023-10-16,254
424,SKU0006,2,7,2023-10-18,2023-10-24,2023-10-27,254
425,SKU0006,2,7,2023-10-30,2023-11-05,2023-11-12,254
426,SKU0006,2,7,2023-11-13,2023-11-19,2023-11-19,254
427,SKU0006,2,7,2023-11-20,2023-11-26,2023-11-26,254
428,SKU0006,2,7,2023-11-27,2023-12-03,2023-12-03,254
429,SKU0006,2,7,2023-12-04,2023-12-10,2023-12-10,254
430,SKU0006,2,7,2023-12-11,2023-12-17,2023-12-17,254
431,SKU0006,2,7,2023-12-18,2023-12-24,2023-12-28,254
432,SKU0006,2,7,2023-12-29,2024-01-04,2024-01-04,254
433,SKU0006,3,7,2023-01-07,2023-01-13,2023-01-13,407
434,SKU0006,3,7,2023-01-23,2023-01-29,2023-01-29,407
435,SKU0006,3,7,2023-02-05,2023-02-11,2023-02-11,407
436,SKU0006,3,7,2023-02-18,2023-02-24,2023-02-24,407
437,SKU0006,3,7,2023-03-03,2023-03-09,2023-03-09,407
438,SKU0006,3,7,2023-03-17,2023-03-23,2023-03-23,407
439,SKU0006,3,7,2023-03-30,2023-04-05,2023-04-05,407
440,SKU0006,3,7,2023-04-13,2023-04-19,2023-04-22,407
441,SKU0006,3,7,2023-04-26,2023-05-02,2023-05-04,407
442,SKU0006,3,7,2023-05-08,2023-05-14,2023-05-14,407
443,SKU0006,3,7,2023-05-21,2023-05-27,2023-05-27,407
444,SKU0006,3,7,2023-06-02,2023-06-08,2023-06-08,407
445,SKU0006,3,7,2023-06-14,2023-06-20,2023-06-20,407
446,SKU0006,3,7,2023-06-28,2023-07-04,2023-07-04,407
447,SKU0006,3,7,2023-07-10,2023-07-16,2023-07-16,407
448,SKU0006,3,7,2023-07-22,2023-07-28,2023-07-28,407
449,SKU0006,3,7,2023-08-04,2023-08-10,2023-08-10,407
450,SKU0006,3,7,2023-08-17,2023-08-23,2023-08-26,407
451,SKU0006,3,7,2023-08-31,2023-09-06,2023-09-06,407
452,SKU0006,3,7,2023-09-12,2023-09-18,2023-09-18,407
453,SKU0006,3,7,2023-09-25,2023-10-01,2023-10-01,407
454,SKU0006,3,7,2023-10-07,2023-10-13,2023-10-13,407
455,SKU0006,3,7,2023-10-21,2023-10-27,2023-10-27,407
456,SKU0006,3,7,2023-11-02,2023-11-08,2023-11-08,407
457,SKU0006,3,7,2023-11-10,2023-11-16,2023-11-16,407
458,SKU0006,3,7,2023-11-18,2023-11-24,2023-11-26,407
459,SKU0006,3,7,2023-11-28,2023-12-04,2023-12-09,407
460,SKU0006,3,7,2023-12-11,2023-12-17,2023-12-23,407
461,SKU0006,3,7,2023-12-25,2023-12-31,2024-01-03,407
462,SKU0006,4,7,2023-01-05,2023-01-11,2023-01-11,58
463,SKU0006,4,7,2023-01-25,2023-01-31,2023-01-31,58
464,SKU0006,4,7,2023-02-09,2023-02-15,2023-02-15,58
465,SKU0006,4,7,2023-02-25,2023-03-03,2023-03-03,58
466,SKU0006,4,7,2023-03-13,2023-03-19,2023-03-19,58
467,SKU0006,4,7,2023-03-27,2023-04-02,2023-04-08,58
468,SKU0006,4,7,2023-04-14,2023-04-20,2023-04-20,58
469,SKU0006,4,7,2023-05-03,2023-05-09,2023-05-09,58
470,SKU0006,4,7,2023-05-18,2023-05-24,2023-05-24,58
471,SKU0006,4,7,2023-06-04,2023-06-10,2023-06-15,58
472,SKU0006,4,7,2023-06-24,2023-06-30,2023-06-30,58
473,SKU0006,4,7,2023-07-09,2023-07-15,2023-07-15,58
474,SKU0006,4,7,2023-07-24,2023-07-30,2023-07-30,58
475,SKU0006,4,7,2023-08-07,2023-08-13,2023-08-13,58
476,SKU0006,4,7,2023-08-25,2023-08-31,2023-08-31,58
477,SKU0006,4,7,2023-09-05,2023-09-11,2023-09-11,58
478,SKU0006,4,7,2023-09-22,2023-09-28,2023-09-28,58
479,SKU0006,4,7,2023-10-05,2023-10-11,2023-10-16,58
480,SKU0006,4,7,2023-10-20,2023-10-26,2023-10-26,58
481,SKU0006,4,7,2023-11-04,2023-11-10,2023-11-12,58
482,SKU0006,4,7,2023-11-15,2023-11-21,2023-11-21,58
483,SKU0006,4,7,2023-11-24,2023-11-30,2023-12-06,58
484,SKU0006,4,7,2023-12-08,2023-12-14,2023-12-14,58
485,SKU0006,4,7,2023-12-18,2023-12-24,2023-12-24,58
486,SKU0006,4,7,2023-12-28,2024-01-03,2024-01-03,58
487,SKU0007,1,1,2023-02-10,2023-03-01,2023-03-01,1643
488,SKU0007,1,1,2023-04-02,2023-04-21,2023-04-21,1643
489,SKU0007,1,1,2023-05-23,2023-06-11,2023-06-11,1643
490,SKU0007,1,1,2023-07-12,2023-07-31,2023-07-31,1643
491,SKU0007,1,1,2023-08-31,2023-10-27,2023-10-27,1643
492,SKU0007,1,1,2023-11-12,2023-12-01,2023-12-01,1643
493,SKU0007,1,1,2023-12-13,2024-01-01,2024-01-01,1643
494,SKU0007,2,1,2023-01-21,2023-02-09,2023-02-09,369
495,SKU0007,2,1,2023-03-10,2023-03-29,2023-03-29,369
496,SKU0007,2,1,2023-04-24,2023-05-13,2023-05-20,369
497,SKU0007,2,1,2023-06-13,2023-07-02,2023-07-07,369
498,SKU0007,2,1,2023-07-30,2023-09-25,2023-09-25,369
499,SKU0007,2,1,2023-10-11,2023-10-30,2023-11-04,369
500,SKU0007,2,1,2023-11-15,2023-12-04,2023-12-04,369
501,SKU0007,2,1,2023-12-13,2024-01-01,2024-01-01,369
502,SKU0007,3,1,2023-01-12,2023-01-31,2023-02-06,398
503,SKU0007,3,1,2023-02-22,2023-03-13,2023-03-13,398
504,SKU0007,3,1,2023-03-29,2023-04-17,2023-04-17,398
505,SKU0007,3,1,2023-05-07,2023-05-26,2023-05-26,398
506,SKU0007,3,1,2023-06-17,2023-07-06,2023-07-06,398
507,SKU0007,3,1,2023-07-26,2023-09-21,2023-09-21,398
508,SKU0007,3,1,2023-09-29,2023-10-18,2023-10-18,398
509,SKU0007,3,1,2023-11-04,2023-11-23,2023-11-23,398
510,SKU0007,3,1,2023-11-28,2023-12-17,2023-12-17,398
511,SKU0007,3,1,2023-12-21,2024-01-09,2024-01-09,398
512,SKU0007,4,1,2023-01-10,2023-01-29,2023-01-29,655
513,SKU0007,4,1,2023-03-03,2023-03-22,2023-03-22,655
514,SKU0007,4,1,2023-04-19,2023-05-08,2023-05-08,655
515,SKU0007,4,1,2023-06-03,2023-06-22,2023-06-22,655
516,SKU0007,4,1,2023-07-16,2023-09-11,2023-09-11,655
517,SKU0007,4,1,2023-09-27,2023-10-16,2023-10-20,655
518,SKU0007,4,1,2023-11-05,2023-11-24,2023-11-24,655
519,SKU0007,4,1,2023-12-03,2023-12-22,2023-12-22,655
520,SKU0007,4,1,2023-12-30,2024-01-18,2024-01-18,655
521,SKU0008,1,1,2023-01-29,2023-02-17,2023-02-17,212
522,SKU0008,1,1,2023-03-10,2023-03-29,2023-03-29,212
523,SKU0008,1,1,2023-04-11,2023-04-30,2023-04-30,212
524,SKU0008,1,1,2023-05-17,2023-06-05,2023-06-05,212
525,SKU0008,1,1,2023-06-27,2023-07-16,2023-07-16,212
526,SKU0008,1,1,2023-08-03,2023-09-29,2023-09-29,212
527,SKU0008,1,1,2023-10-14,2023-11-02,2023-11-02,212
528,SKU0008,1,1,2023-11-14,2023-12-03,2023-12-03,212
529,SKU0008,1,1,2023-12-12,2023-12-31,2023-12-31,212
530,SKU0008,2,1,2023-01-16,2023-02-04,2023-02-04,1432
531,SKU0008,2,1,2023-03-01,2023-03-20,2023-03-20,1432
532,SKU0008,2,1,2023-04-03,2023-04-22,2023-04-22,1432
533,SKU0008,2,1,2023-05-10,2023-05-29,2023-05-29,1432
534,SKU0008,2,1,2023-06-25,2023-07-14,2023-07-14,1432
535,SKU0008,2,1,2023-08-07,2023-10-03,2023-10-03,1432
536,SKU0008,2,1,2023-10-20,2023-11-08,2023-11-08,1432
537,SKU0008,2,1,2023-11-25,2023-12-14,2023-12-14,1432
538,SKU0008,2,1,2023-12-26,2024-01-14,2024-01-14,1432
539,SKU0008,3,1,2023-01-13,2023-02-01,2023-02-01,1306
540,SKU0008,3,1,2023-02-28,2023-03-19,2023-03-23,1306
541,SKU0008,3,1,2023-04-05,2023-04-24,2023-04-24,1306
542,SKU0008,3,1,2023-05-13,2023-06-01,2023-06-01,1306
543,SKU0008,3,1,2023-06-27,2023-07-16,2023-07-16,1306
544,SKU0008,3,1,2023-08-12,2023-10-08,2023-10-15,1306
545,SKU0008,3,1,2023-10-29,2023-11-17,2023-11-17,1306
546,SKU0008,3,1,2023-12-01,2023-12-20,2023-12-20,1306
547,SKU0008,4,1,2023-01-07,2023-01-26,2023-01-26,127
548,SKU0008,4,1,2023-02-13,2023-03-04,2023-03-04,127
549,SKU0008,4,1,2023-03-15,2023-04-03,2023-04-03,127
550,SKU0008,4,1,2023-04-11,2023-04-30,2023-04-30,127
551,SKU0008,4,1,2023-05-13,2023-06-01,2023-06-01,127
552,SKU0008,4,1,2023-06-16,2023-07-05,2023-07-09,127
553,SKU0008,4,1,2023-07-21,2023-09-16,2023-09-16,127
554,SKU0008,4,1,2023-09-21,2023-10-10,2023-10-10,127
555,SKU0008,4,1,2023-10-28,2023-11-16,2023-11-16,127
556,SKU0008,4,1,2023-11-23,2023-12-12,2023-12-18,127
557,SKU0008,4,1,2023-12-22,2024-01-10,2024-01-10,127
558,SKU0009,1,7,2023-01-04,2023-01-10,2023-01-10,427
559,SKU0009,1,7,2023-01-18,2023-01-24,2023-01-24,427
560,SKU0009,1,7,2023-01-30,2023-02-05,2023-02-10,427
561,SKU0009,1,7,2023-02-14,2023-02-20,2023-02-23,427
562,SKU0009,1,7,2023-02-28,2023-03-06,2023-03-06,427
563,SKU0009,1,7,2023-03-13,2023-03-19,2023-03-19,427
564,SKU0009,1,7,2023-03-25,2023-03-31,2023-03-31,427
565,SKU0009,1,7,2023-04-07,2023-04-13,2023-04-13,427
566,SKU0009,1,7,2023-04-20,2023-04-26,2023-04-26,427
567,SKU0009,1,7,2023-05-04,2023-05-10,2023-05-10,427
568,SKU0009,1,7,2023-05-16,2023-05-22,2023-05-22,427
569,SKU0009,1,7,2023-05-29,2023-06-04,2023-06-04,427
570,SKU0009,1,7,2023-06-11,2023-06-17,2023-06-22,427
571,SKU0009,1,7,2023-06-26,2023-07-02,2023-07-02,427
572,SKU0009,1,7,2023-07-10,2023-07-16,2023-07-16,427
573,SKU0009,1,7,2023-07-23,2023-07-29,2023-07-29,427
574,SKU0009,1,7,2023-08-05,2023-08-11,2023-08-14,427
575,SKU0009,1,7,2023-08-18,2023-08-24,2023-08-29,427
576,SKU0009,1,7,2023-09-02,2023-09-08,2023-09-08,427
577,SKU0009,1,7,2023-09-14,2023-09-20,2023-09-20,427
578,SKU0009,1,7,2023-09-26,2023-10-02,2023-10-06,427
579,SKU0009,1,7,2023-10-10,2023-10-16,2023-10-16,427
580,SKU0009,1,7,2023-10-23,2023-10-29,2023-10-29,427
581,SKU0009,1,7,2023-11-04,2023-11-10,2023-11-10,427
582,SKU0009,1,7,2023-11-14,2023-11-20,2023-11-20,427
583,SKU0009,1,7,2023-11-23,2023-11-29,2023-11-29,427
584,SKU0009,1,7,2023-12-03,2023-12-09,2023-12-09,427
585,SKU0009,1,7,2023-12-12,2023-12-18,2023-12-18,427
586,SKU0009,1,7,2023-12-20,2023-12-26,2023-12-26,427
587,SKU0009,1,7,2023-12-29,2024-01-04,2024-01-04,427
588,SKU0009,2,7,2023-01-08,2023-01-14,2023-01-14,273
589,SKU0009,2,7,2023-01-22,2023-01-28,2023-01-28,273
590,SKU0009,2,7,2023-02-04,2023-02-10,2023-02-10,273
591,SKU0009,2,7,2023-02-18,2023-02-24,2023-02-24,273
592,SKU0009,2,7,2023-03-03,2023-03-09,2023-03-14,273
593,SKU0009,2,7,2023-03-18,2023-03-24,2023-03-29,273
594,SKU0009,2,7,2023-04-01,2023-04-07,2023-04-11,273
595,SKU0009,2,7,2023-04-14,2023-04-20,2023-04-20,273
596,SKU0009,2,7,2023-04-29,2023-05-05,2023-05-07,273
597,SKU0009,2,7,2023-05-13,2023-05-19,2023-05-19,273
598,SKU0009,2,7,2023-05-28,2023-06-03,2023-06-03,273
599,SKU0009,2,7,2023-06-11,2023-06-17,2023-06-17,273
600,SKU0009,2,7,2023-06-24,2023-06-30,2023-07-05,273
601,SKU0009,2,7,2023-07-09,2023-07-15,2023-07-21,273
602,SKU0009,2,7,2023-07-25,2023-07-31,2023-08-02,273
603,SKU0009,2,7,2023-08-08,2023-08-14,2023-08-14,273
604,SKU0009,2,7,2023-08-22,2023-08-28,2023-08-28,273
605,SKU0009,2,7,2023-09-05,2023-09-11,2023-09-11,273
606,SKU0009,2,7,2023-09-19,2023-09-25,2023-09-25,273
607,SKU0009,2,7,2023-10-03,2023-10-09,2023-10-09,273
608,SKU0009,2,7,2023-10-18,2023-10-24,2023-10-31,273
609,SKU0009,2,7,2023-11-02,2023-11-08,2023-11-08,273
610,SKU0009,2,7,2023-11-14,2023-11-20,2023-11-25,273
611,SKU0009,2,7,2023-11-28,2023-12-04,2023-12-04,273
612,SKU0009,2,7,2023-12-07,2023-12-13,2023-12-13,273
613,SKU0009,2,7,2023-12-16,2023-12-22,2023-12-22,273
614,SKU0009,2,7,2023-12-25,2023-12-31,2024-01-06,273
615,SKU0009,3,7,2023-01-04,2023-01-10,2023-01-10,384
616,SKU0009,3,7,2023-01-15,2023-01-21,2023-01-21,384
617,SKU0009,3,7,2023-01-27,2023-02-02,2023-02-02,384
618,SKU0009,3,7,2023-02-07,2023-02-13,2023-02-13,384
619,SKU0009,3,7,2023-02-18,2023-02-24,2023-02-24,384
620,SKU0009,3,7,2023-03-01,2023-03-07,2023-03-07,384
621,SKU0009,3,7,2023-03-12,2023-03-18,2023-03-18,384
622,SKU0009,3,7,2023-03-23,2023-03-29,2023-03-29,384
623,SKU0009,3,7,2023-04-03,2023-04-09,2023-04-12,384
624,SKU0009,3,7,2023-04-15,2023-04-21,2023-04-23,384
625,SKU0009,3,7,2023-04-26,2023-05-02,2023-05-02,384
626,SKU0009,3,7,2023-05-06,2023-05-12,2023-05-12,384
627,SKU0009,3,7,2023-05-17,2023-05-23,2023-05-23,384
628,SKU0009,3,7,2023-05-28,2023-06-03,2023-06-10,384
629,SKU0009,3,7,2023-06-13,2023-06-19,2023-06-19,384
630,SKU0009,3,7,2023-06-25,2023-07-01,2023-07-07,384
631,SKU0009,3,7,2023-07-10,2023-07-16,2023-07-16,384
632,SKU0009,3,7,2023-07-21,2023-07-27,2023-07-27,384
633,SKU0009,3,7,2023-08-01,2023-08-07,2023-08-07,384
634,SKU0009,3,7,2023-08-12,2023-08-18,2023-08-18,384
635,SKU0009,3,7,2023-08-24,2023-08-30,2023-08-30,384
636,SKU0009,3,7,2023-09-03,2023-09-09,2023-09-09,384
637,SKU0009,3,7,2023-09-14,2023-09-20,2023-09-25,384
638,SKU0009,3,7,2023-09-28,2023-10-04,2023-10-04,384
639,SKU0009,3,7,2023-10-09,2023-10-15,2023-10-15,384
640,SKU0009,3,7,2023-10-19,2023-10-25,2023-10-25,384
641,SKU0009,3,7,2023-10-30,2023-11-05,2023-11-05,384
642,SKU0009,3,7,2023-11-08,2023-11-14,2023-11-18,384
643,SKU0009,3,7,2023-11-20,2023-11-26,2023-11-26,384
644,SKU0009,3,7,2023-11-28,2023-12-04,2023-12-04,384
645,SKU0009,3,7,2023-12-05,2023-12-11,2023-12-11,384
646,SKU0009,3,7,2023-12-13,2023-12-19,2023-12-26,384
647,SKU0009,3,7,2023-12-28,2024-01-03,2024-01-03,384
648,SKU0009,4,7,2023-01-07,2023-01-13,2023-01-13,67
649,SKU0009,4,7,2023-01-21,2023-01-27,2023-01-27,67
650,SKU0009,4,7,2023-02-01,2023-02-07,2023-02-07,67
651,SKU0009,4,7,2023-02-11,2023-02-17,2023-02-17,67
652,SKU0009,4,7,2023-02-23,2023-03-01,2023-03-01,67
653,SKU0009,4,7,2023-03-08,2023-03-14,2023-03-16,67
654,SKU0009,4,7,2023-03-20,2023-03-26,2023-03-26,67
655,SKU0009,4,7,2023-04-02,2023-04-08,2023-04-08,67
656,SKU0009,4,7,2023-04-15,2023-04-21,2023-04-21,67
657,SKU0009,4,7,2023-04-28,2023-05-04,2023-05-04,67
658,SKU0009,4,7,2023-05-09,2023-05-15,2023-05-15,67
659,SKU0009,4,7,2023-05-21,2023-05-27,2023-05-27,67
660,SKU0009,4,7,2023-06-01,2023-06-07,2023-06-07,67
661,SKU0009,4,7,2023-06-11,2023-06-17,2023-06-17,67
662,SKU0009,4,7,2023-06-24,2023-06-30,2023-07-07,67
663,SKU0009,4,7,2023-07-12,2023-07-18,2023-07-18,67
664,SKU0009,4,7,2023-07-25,2023-07-31,2023-07-31,67
665,SKU0009,4,7,2023-08-07,2023-08-13,2023-08-13,67
666,SKU0009,4,7,2023-08-22,2023-08-28,2023-08-28,67
667,SKU0009,4,7,2023-09-02,2023-09-08,2023-09-08,67
668,SKU0009,4,7,2023-09-13,2023-09-19,2023-09-19,67
669,SKU0009,4,7,2023-09-25,2023-10-01,2023-10-01,67
670,SKU0009,4,7,2023-10-05,2023-10-11,2023-10-11,67
671,SKU0009,4,7,2023-10-17,2023-10-23,2023-10-23,67
672,SKU0009,4,7,2023-10-31,2023-11-06,2023-11-06,67
673,SKU0009,4,7,2023-11-10,2023-11-16,2023-11-16,67
674,SKU0009,4,7,2023-11-20,2023-11-26,2023-11-26,67
675,SKU0009,4,7,2023-11-29,2023-12-05,2023-12-05,67
676,SKU0009,4,7,2023-12-08,2023-12-14,2023-12-20,67
677,SKU0009,4,7,2023-12-24,2023-12-30,2023-12-30,67
678,SKU0010,1,4,2023-01-12,2023-01-21,2023-01-21,396
679,SKU0010,1,4,2023-01-29,2023-02-07,2023-02-07,396
680,SKU0010,1,4,2023-02-15,2023-02-24,2023-02-24,396
681,SKU0010,1,4,2023-03-05,2023-03-14,2023-03-14,396
682,SKU0010,1,4,2023-03-22,2023-03-31,2023-03-31,396
683,SKU0010,1,4,2023-04-10,2023-04-19,2023-04-19,396
684,SKU0010,1,4,2023-04-27,2023-05-06,2023-05-06,396
685,SKU0010,1,4,2023-05-15,2023-05-24,2023-05-24,396
686,SKU0010,1,4,2023-06-02,2023-06-11,2023-06-11,396
687,SKU0010,1,4,2023-06-18,2023-06-27,2023-06-27,396
688,SKU0010,1,4,2023-07-05,2023-07-14,2023-07-14,396
689,SKU0010,1,4,2023-07-22,2023-07-31,2023-07-31,396
690,SKU0010,1,4,2023-08-09,2023-08-18,2023-08-18,396
691,SKU0010,1,4,2023-08-26,2023-09-04,2023-09-04,396
692,SKU0010,1,4,2023-09-12,2023-09-21,2023-09-26,396
693,SKU0010,1,4,2023-10-03,2023-10-12,2023-10-12,396
694,SKU0010,1,4,2023-10-19,2023-10-28,2023-10-28,396
695,SKU0010,1,4,2023-11-03,2023-11-12,2023-11-17,396
696,SKU0010,1,4,2023-11-22,2023-12-01,2023-12-04,396
697,SKU0010,1,4,2023-12-08,2023-12-17,2023-12-17,396
698,SKU0010,1,4,2023-12-21,2023-12-30,2023-12-30,396
699,SKU0010,2,4,2023-01-03,2023-01-12,2023-01-17,112
700,SKU0010,2,4,2023-01-20,2023-01-29,2023-01-29,112
701,SKU0010,2,4,2023-02-04,2023-02-13,2023-02-19,112
702,SKU0010,2,4,2023-02-21,2023-03-02,2023-03-02,112
703,SKU0010,2,4,2023-03-06,2023-03-15,2023-03-15,112
704,SKU0010,2,4,2023-03-18,2023-03-27,2023-03-27,112
705,SKU0010,2,4,2023-04-02,2023-04-11,2023-04-14,112
706,SKU0010,2,4,2023-04-17,2023-04-26,2023-04-26,112
707,SKU0010,2,4,2023-04-30,2023-05-09,2023-05-09,112
708,SKU0010,2,4,2023-05-17,2023-05-26,2023-05-26,112
709,SKU0010,2,4,2023-06-04,2023-06-13,2023-06-13,112
710,SKU0010,2,4,2023-06-19,2023-06-28,2023-06-28,112
711,SKU0010,2,4,2023-07-08,2023-07-17,2023-07-17,112
712,SKU0010,2,4,2023-07-25,2023-08-03,2023-08-03,112
713,SKU0010,2,4,2023-08-10,2023-08-19,2023-08-19,112
714,SKU0010,2,4,2023-08-25,2023-09-03,2023-09-03,112
715,SKU0010,2,4,2023-09-08,2023-09-17,2023-09-19,112
716,SKU0010,2,4,2023-09-24,2023-10-03,2023-10-03,112
717,SKU0010,2,4,2023-10-12,2023-10-21,2023-10-21,112
718,SKU0010,2,4,2023-10-25,2023-11-03,2023-11-03,112
719,SKU0010,2,4,2023-11-07,2023-11-16,2023-11-22,112
720,SKU0010,2,4,2023-11-24,2023-12-03,2023-12-03,112
721,SKU0010,2,4,2023-12-05,2023-12-14,2023-12-14,112
722,SKU0010,2,4,2023-12-16,2023-12-25,2023-12-25,112
723,SKU0010,2,4,2023-12-26,2024-01-04,2024-01-04,112
724,SKU0010,3,4,2023-01-13,2023-01-22,2023-01-22,390
725,SKU0010,3,4,2023-02-03,2023-02-12,2023-02-19,390
726,SKU0010,3,4,2023-02-28,2023-03-09,2023-03-09,390
727,SKU0010,3,4,2023-03-19,2023-03-28,2023-04-03,390
728,SKU0010,3,4,2023-04-10,2023-04-19,2023-04-26,390
729,SKU0010,3,4,2023-05-04,2023-05-13,2023-05-13,390
730,SKU0010,3,4,2023-05-24,2023-06-02,2023-06-05,390
731,SKU0010,3,4,2023-06-13,2023-06-22,2023-06-22,390
732,SKU0010,3,4,2023-07-05,2023-07-14,2023-07-14,390
733,SKU0010,3,4,2023-07-24,2023-08-02,2023-08-02,390
734,SKU0010,3,4,2023-08-15,2023-08-24,2023-08-24,390
735,SKU0010,3,4,2023-09-04,2023-09-13,2023-09-17,390
736,SKU0010,3,4,2023-09-27,2023-10-06,2023-10-06,390
737,SKU0010,3,4,2023-10-17,2023-10-26,2023-10-31,390
738,SKU0010,3,4,2023-11-07,2023-11-16,2023-11-19,390
739,SKU0010,3,4,2023-11-25,2023-12-04,2023-12-04,390
740,SKU0010,3,4,2023-12-10,2023-12-19,2023-12-19,390
741,SKU0010,3,4,2023-12-25,2024-01-03,2024-01-03,390
742,SKU0010,4,4,2023-01-16,2023-01-25,2023-01-25,278
743,SKU0010,4,4,2023-02-09,2023-02-18,2023-02-21,278
744,SKU0010,4,4,2023-03-05,2023-03-14,2023-03-18,278
745,SKU0010,4,4,2023-03-27,2023-04-05,2023-04-05,278
746,SKU0010,4,4,2023-04-18,2023-04-27,2023-04-27,278
747,SKU0010,4,4,2023-05-12,2023-05-21,2023-05-25,278
748,SKU0010,4,4,2023-06-04,2023-06-13,2023-06-13,278
749,SKU0010,4,4,2023-06-26,2023-07-05,2023-07-05,278
750,SKU0010,4,4,2023-07-18,2023-07-27,2023-07-27,278
751,SKU0010,4,4,2023-08-10,2023-08-19,2023-08-19,278
752,SKU0010,4,4,2023-09-03,2023-09-12,2023-09-12,278
753,SKU0010,4,4,2023-09-26,2023-10-05,2023-10-05,278
754,SKU0010,4,4,2023-10-18,2023-10-27,2023-11-01,278
755,SKU0010,4,4,2023-11-07,2023-11-16,2023-11-16,278
756,SKU0010,4,4,2023-11-23,2023-12-02,2023-12-02,278
757,SKU0010,4,4,2023-12-11,2023-12-20,2023-12-27,278
758,SKU0011,1,2,2023-01-13,2023-01-23,2023-01-23,510
759,SKU0011,1,2,2023-02-06,2023-02-16,2023-02-16,510
760,SKU0011,1,2,2023-03-02,2023-03-12,2023-03-12,510
761,SKU0011,1,2,2023-03-27,2023-04-06,2023-04-06,510
762,SKU0011,1,2,2023-04-20,2023-04-30,2023-04-30,510
763,SKU0011,1,2,2023-05-15,2023-05-25,2023-05-25,510
764,SKU0011,1,2,2023-06-09,2023-06-19,2023-06-19,510
765,SKU0011,1,2,2023-07-05,2023-07-15,2023-07-15,510
766,SKU0011,1,2,2023-07-29,2023-08-08,2023-08-08,510
767,SKU0011,1,2,2023-08-24,2023-09-03,2023-09-03,510
768,SKU0011,1,2,2023-09-17,2023-09-27,2023-09-27,510
769,SKU0011,1,2,2023-10-14,2023-10-24,2023-10-24,510
770,SKU0011,1,2,2023-11-07,2023-11-17,2023-11-17,510
771,SKU0011,1,2,2023-11-27,2023-12-07,2023-12-07,510
772,SKU0011,1,2,2023-12-17,2023-12-27,2023-12-27,510
773,SKU0011,2,2,2023-01-05,2023-01-15,2023-01-15,157
774,SKU0011,2,2,2023-01-21,2023-01-31,2023-01-31,157
775,SKU0011,2,2,2023-02-07,2023-02-17,2023-02-17,157
776,SKU0011,2,2,2023-02-27,2023-03-09,2023-03-09,157
777,SKU0011,2,2,2023-03-19,2023-03-29,2023-03-29,157
778,SKU0011,2,2,2023-04-10,2023-04-20,2023-04-20,157
779,SKU0011,2,2,2023-04-29,2023-05-09,2023-05-09,157
780,SKU0011,2,2,2023-05-22,2023-06-01,2023-06-01,157
781,SKU0011,2,2,2023-06-10,2023-06-20,2023-06-20,157
782,SKU0011,2,2,2023-06-29,2023-07-09,2023-07-09,157
783,SKU0011,2,2,2023-07-16,2023-07-26,2023-07-26,157
784,SKU0011,2,2,2023-08-06,2023-08-16,2023-08-16,157
785,SKU0011,2,2,2023-08-27,2023-09-06,2023-09-06,157
786,SKU0011,2,2,2023-09-15,2023-09-25,2023-09-25,157
787,SKU0011,2,2,2023-10-06,2023-10-16,2023-10-16,157
788,SKU0011,2,2,2023-10-24,2023-11-03,2023-11-03,157
789,SKU0011,2,2,2023-11-10,2023-11-20,2023-11-20,157
790,SKU0011,2,2,2023-11-25,2023-12-05,2023-12-05,157
791,SKU0011,2,2,2023-12-09,2023-12-19,2023-12-19,157
792,SKU0011,2,2,2023-12-23,2024-01-02,2024-01-02,157
793,SKU0011,3,2,2023-01-10,2023-01-20,2023-01-20,166
794,SKU0011,3,2,2023-01-30,2023-02-09,2023-02-09,166
